strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count	base_strain	lookup_strain	gisaid_query_strain	decorated_name	match_type	matched_existing_strain	autofilled	repo_match_type	repo_header	repo_strain	repo_matched	repo_aa_length	gisaid_match_type	gisaid_header	gisaid_matched_strain	gisaid_matched	gisaid_aa_length	total_measurement_count	public_lookup_strain	public_status	public_matched_title	public_matched_ha_record	public_note	public_aa_length	gisaid_selected_isolate_id	gisaid_selected_passage	gisaid_selected_lab	gisaid_selection_reason	gisaid_selection_review_flag
A/STOCKHOLM/11/2013	A_STOCKHOLM_11_2013	A	H3N2	2013.0	PAPER_REPO_HA1	virus_only	24	0	A/STOCKHOLM/11/2013	A/STOCKHOLM/11/2013	A/STOCKHOLM/11/2013	False			False	repo_exact	A_STOCKHOLM_11_2013	A/STOCKHOLM/11/2013	True	328.0				False		24	A/STOCKHOLM/11/2013										False
A/STOCKHOLM/11/2017	EPI_ISL_274116	A	H3N2	2017.0	GISAID	virus_only	15	0	A/STOCKHOLM/11/2017	A/STOCKHOLM/11/2017	A/STOCKHOLM/11/2017	False			False				False		canonical_isolate_id	EPI_ISL_261637|A/Stockholm/11/2017|2017-01-14|Direct|2017-01-14|	A/STOCKHOLM/11/2017	True	566	15	A/STOCKHOLM/11/2017						EPI_ISL_261637	Direct		identical_sequences	False
A/STOCKHOLM/112/2009	A_STOCKHOLM_112_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	11	0	A/STOCKHOLM/112/2009	A/STOCKHOLM/112/2009	A/STOCKHOLM/112/2009	False	exact_strain	A/Stockholm/112/2009	True	repo_exact	A_STOCKHOLM_112_2009	A/STOCKHOLM/112/2009	True	328.0				False		11	A/STOCKHOLM/112/2009										False
A/STOCKHOLM/12/1990		A	H3N2	1990.0		virus_only	7	0	A/STOCKHOLM/12/1990	A/STOCKHOLM/12/1990	A/STOCKHOLM/12/1990	False			False				False					False		7	A/STOCKHOLM/12/1990	no_public_match									False
A/STOCKHOLM/12/1991		A	H3N2	1991.0		virus_only	7	0	A/STOCKHOLM/12/1991	A/STOCKHOLM/12/1991	A/STOCKHOLM/12/1991	False			False				False					False		7	A/STOCKHOLM/12/1991	no_public_match									False
A/STOCKHOLM/12/1992	A_STOCKHOLM_12_1992	A	H3N2	1992.0	PAPER_REPO_HA1	virus_only	7	0	A/STOCKHOLM/12/1992	A/STOCKHOLM/12/1992	A/STOCKHOLM/12/1992	False	exact_strain	A/Stockholm/12/1992	True	repo_exact	A_STOCKHOLM_12_1992	A/STOCKHOLM/12/1992	True	328.0				False		7	A/STOCKHOLM/12/1992										False
A/STOCKHOLM/12/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/12/1993	A/STOCKHOLM/12/1993	A/STOCKHOLM/12/1993	False			False				False					False		6	A/STOCKHOLM/12/1993	no_public_match									False
A/STOCKHOLM/12/1995		A	H3N2	1995.0		virus_only	5	0	A/STOCKHOLM/12/1995	A/STOCKHOLM/12/1995	A/STOCKHOLM/12/1995	False			False				False					False		5	A/STOCKHOLM/12/1995	no_public_match									False
A/STOCKHOLM/12/1999		A	H3N2	1999.0		virus_only	7	0	A/STOCKHOLM/12/1999	A/STOCKHOLM/12/1999	A/STOCKHOLM/12/1999	False			False				False					False		7	A/STOCKHOLM/12/1999	no_public_match									False
A/STOCKHOLM/12/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/12/2002	A/STOCKHOLM/12/2002	A/STOCKHOLM/12/2002	False			False				False					False		6	A/STOCKHOLM/12/2002	no_public_match									False
A/STOCKHOLM/12/2003		A	H3N2	2003.0		virus_only	8	0	A/STOCKHOLM/12/2003	A/STOCKHOLM/12/2003	A/STOCKHOLM/12/2003	False			False				False					False		8	A/STOCKHOLM/12/2003	no_public_match									False
A/STOCKHOLM/12/2004		A	H3N2	2004.0		virus_only	6	0	A/STOCKHOLM/12/2004	A/STOCKHOLM/12/2004	A/STOCKHOLM/12/2004	False			False				False					False		6	A/STOCKHOLM/12/2004	no_public_match									False
A/STOCKHOLM/12/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/12/2005	A/STOCKHOLM/12/2005	A/STOCKHOLM/12/2005	False			False				False					False		8	A/STOCKHOLM/12/2005	no_public_match									False
A/STOCKHOLM/12/2006		A	H3N2	2006.0		virus_only	7	0	A/STOCKHOLM/12/2006	A/STOCKHOLM/12/2006	A/STOCKHOLM/12/2006	False			False				False					False		7	A/STOCKHOLM/12/2006	no_public_match									False
A/STOCKHOLM/12/2007		A	H3N2	2007.0		virus_only	8	0	A/STOCKHOLM/12/2007	A/STOCKHOLM/12/2007	A/STOCKHOLM/12/2007	False			False				False					False		8	A/STOCKHOLM/12/2007	no_public_match									False
A/STOCKHOLM/12/2009	A_STOCKHOLM_12_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/12/2009	A/STOCKHOLM/12/2009	A/STOCKHOLM/12/2009	False			False	repo_exact	A_STOCKHOLM_12_2009	A/STOCKHOLM/12/2009	True	328.0				False		14	A/STOCKHOLM/12/2009										False
A/STOCKHOLM/12/2013	EPI_ISL_139630	A	H3N2	2013.0	GISAID	virus_only	11	0	A/STOCKHOLM/12/2013	A/STOCKHOLM/12/2013	A/STOCKHOLM/12/2013	False			False				False		canonical_isolate_id	EPI_ISL_139630|A/Stockholm/12/2013|2013-01-21|Direct|2013-01-21|	A/STOCKHOLM/12/2013	True	566	11	A/STOCKHOLM/12/2013						EPI_ISL_139630	Direct		single_isolate_id	False
A/STOCKHOLM/12/2014	A_STOCKHOLM_12_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_only	10	0	A/STOCKHOLM/12/2014	A/STOCKHOLM/12/2014	A/STOCKHOLM/12/2014	False			False	repo_exact	A_STOCKHOLM_12_2014	A/STOCKHOLM/12/2014	True	328.0				False		10	A/STOCKHOLM/12/2014										False
A/STOCKHOLM/12/2015	EPI_ISL_191801	A	H3N2	2015.0	GISAID	virus_only	12	0	A/STOCKHOLM/12/2015	A/STOCKHOLM/12/2015	A/STOCKHOLM/12/2015	False			False				False		canonical_isolate_id	EPI_ISL_177058|A/Stockholm/12/2015|2015-02-10|Direct|2015-02-10|	A/STOCKHOLM/12/2015	True	566	12	A/STOCKHOLM/12/2015						EPI_ISL_177058	Direct		prefer_passage_class	True
A/STOCKHOLM/1200574/2012		A	H3N2	2012.0		virus_only	9	0	A/STOCKHOLM/1200574/2012	A/STOCKHOLM/1200574/2012	A/STOCKHOLM/1200574/2012	False			False				False					False		9	A/STOCKHOLM/1200574/2012	no_public_match									False
A/STOCKHOLM/1200694/2012	EPI_ISL_107888	A	H3N2	2012.0	GISAID	virus_only	9	0	A/STOCKHOLM/1200694/2012	A/STOCKHOLM/1200694/2012	A/STOCKHOLM/1200694/2012	False			False				False		canonical_isolate_id	EPI_ISL_107888|A/Stockholm/12-00694/2012|2012-01-11|C2/SIAT1|2012-01-11|Public_Health_Agency_of_Sweden	A/STOCKHOLM/12-00694/2012	True	566	9	A/STOCKHOLM/1200694/2012						EPI_ISL_107888	C2/SIAT1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/1200695/2012		A	H3N2	2012.0		virus_only	9	0	A/STOCKHOLM/1200695/2012	A/STOCKHOLM/1200695/2012	A/STOCKHOLM/1200695/2012	False			False				False					False		9	A/STOCKHOLM/1200695/2012	no_public_match									False
A/STOCKHOLM/1200752/2012	EPI_ISL_107885	A	H3N2	2012.0	GISAID	virus_only	9	0	A/STOCKHOLM/1200752/2012	A/STOCKHOLM/1200752/2012	A/STOCKHOLM/1200752/2012	False			False				False		canonical_isolate_id	EPI_ISL_107885|A/Stockholm/12-00752/2012|2012-01-16|C0/SIAT1|2012-01-16|Public_Health_Agency_of_Sweden	A/STOCKHOLM/12-00752/2012	True	566	9	A/STOCKHOLM/1200752/2012						EPI_ISL_107885	C0/SIAT1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/1200974/2012	EPI_ISL_107889	A	H3N2	2012.0	GISAID	virus_only	9	0	A/STOCKHOLM/1200974/2012	A/STOCKHOLM/1200974/2012	A/STOCKHOLM/1200974/2012	False			False				False		canonical_isolate_id	EPI_ISL_107889|A/Stockholm/12-00974/2012|2012-01-12|C1/SIAT1|2012-01-12|Public_Health_Agency_of_Sweden	A/STOCKHOLM/12-00974/2012	True	566	9	A/STOCKHOLM/1200974/2012						EPI_ISL_107889	C1/SIAT1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/1200978/2012		A	H3N2	2012.0		virus_only	9	0	A/STOCKHOLM/1200978/2012	A/STOCKHOLM/1200978/2012	A/STOCKHOLM/1200978/2012	False			False				False					False		9	A/STOCKHOLM/1200978/2012	no_public_match									False
A/STOCKHOLM/1200979/2012	EPI_ISL_107890	A	H3N2	2012.0	GISAID	virus_only	9	0	A/STOCKHOLM/1200979/2012	A/STOCKHOLM/1200979/2012	A/STOCKHOLM/1200979/2012	False			False				False		canonical_isolate_id	EPI_ISL_107890|A/Stockholm/12-00979/2012|2011-12-27|C1/SIAT1|2011-12-27|Public_Health_Agency_of_Sweden	A/STOCKHOLM/12-00979/2012	True	566	9	A/STOCKHOLM/1200979/2012						EPI_ISL_107890	C1/SIAT1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/1200983/2012		A	H3N2	2012.0		virus_only	9	0	A/STOCKHOLM/1200983/2012	A/STOCKHOLM/1200983/2012	A/STOCKHOLM/1200983/2012	False			False				False					False		9	A/STOCKHOLM/1200983/2012	no_public_match									False
A/STOCKHOLM/1216700/2012	EPI_ISL_134178	A	H3N2	2012.0	GISAID	virus_only	11	0	A/STOCKHOLM/1216700/2012	A/STOCKHOLM/1216700/2012	A/STOCKHOLM/1216700/2012	False			False				False		canonical_isolate_id	EPI_ISL_134178|A/Stockholm/12-16700/2012|2012-01-01|MDCK1/SIAT1|2012-01-01|Public_Health_Agency_of_Sweden	A/STOCKHOLM/12-16700/2012	True	566	11	A/STOCKHOLM/1216700/2012						EPI_ISL_134178	MDCK1/SIAT1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/13/1990		A	H3N2	1990.0		virus_only	7	0	A/STOCKHOLM/13/1990	A/STOCKHOLM/13/1990	A/STOCKHOLM/13/1990	False			False				False					False		7	A/STOCKHOLM/13/1990	no_public_match									False
A/STOCKHOLM/13/1992	A_STOCKHOLM_13_1992	A	H3N2	1992.0	PAPER_REPO_HA1	virus_only	7	0	A/STOCKHOLM/13/1992	A/STOCKHOLM/13/1992	A/STOCKHOLM/13/1992	False	exact_strain	A/Stockholm/13/1992	True	repo_exact	A_STOCKHOLM_13_1992	A/STOCKHOLM/13/1992	True	328.0				False		7	A/STOCKHOLM/13/1992										False
A/STOCKHOLM/13/1993		A	H3N2	1993.0		virus_only	5	0	A/STOCKHOLM/13/1993	A/STOCKHOLM/13/1993	A/STOCKHOLM/13/1993	False			False				False					False		5	A/STOCKHOLM/13/1993	no_public_match									False
A/STOCKHOLM/13/1995		A	H3N2	1995.0		virus_only	5	0	A/STOCKHOLM/13/1995	A/STOCKHOLM/13/1995	A/STOCKHOLM/13/1995	False			False				False					False		5	A/STOCKHOLM/13/1995	no_public_match									False
A/STOCKHOLM/13/1997		A	H3N2	1997.0		virus_only	5	0	A/STOCKHOLM/13/1997	A/STOCKHOLM/13/1997	A/STOCKHOLM/13/1997	False			False				False					False		5	A/STOCKHOLM/13/1997	no_public_match									False
A/STOCKHOLM/13/1998		A	H3N2	1998.0		virus_only	7	0	A/STOCKHOLM/13/1998	A/STOCKHOLM/13/1998	A/STOCKHOLM/13/1998	False			False				False					False		7	A/STOCKHOLM/13/1998	no_public_match									False
A/STOCKHOLM/13/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/13/1999	A/STOCKHOLM/13/1999	A/STOCKHOLM/13/1999	False			False				False					False		6	A/STOCKHOLM/13/1999	no_public_match									False
A/STOCKHOLM/13/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/13/2002	A/STOCKHOLM/13/2002	A/STOCKHOLM/13/2002	False			False				False					False		6	A/STOCKHOLM/13/2002	no_public_match									False
A/STOCKHOLM/13/2003		A	H3N2	2003.0		virus_only	8	0	A/STOCKHOLM/13/2003	A/STOCKHOLM/13/2003	A/STOCKHOLM/13/2003	False			False				False					False		8	A/STOCKHOLM/13/2003	no_public_match									False
A/STOCKHOLM/13/2004		A	H3N2	2004.0		virus_only	6	0	A/STOCKHOLM/13/2004	A/STOCKHOLM/13/2004	A/STOCKHOLM/13/2004	False			False				False					False		6	A/STOCKHOLM/13/2004	no_public_match									False
A/STOCKHOLM/13/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/13/2005	A/STOCKHOLM/13/2005	A/STOCKHOLM/13/2005	False			False				False					False		8	A/STOCKHOLM/13/2005	no_public_match									False
A/STOCKHOLM/13/2006		A	H3N2	2006.0		virus_only	7	0	A/STOCKHOLM/13/2006	A/STOCKHOLM/13/2006	A/STOCKHOLM/13/2006	False			False				False					False		7	A/STOCKHOLM/13/2006	no_public_match									False
A/STOCKHOLM/13/2009	A_STOCKHOLM_13_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/13/2009	A/STOCKHOLM/13/2009	A/STOCKHOLM/13/2009	False			False	repo_exact	A_STOCKHOLM_13_2009	A/STOCKHOLM/13/2009	True	328.0				False		14	A/STOCKHOLM/13/2009										False
A/STOCKHOLM/13/2014	A_STOCKHOLM_13_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_only	10	0	A/STOCKHOLM/13/2014	A/STOCKHOLM/13/2014	A/STOCKHOLM/13/2014	False			False	repo_exact	A_STOCKHOLM_13_2014	A/STOCKHOLM/13/2014	True	328.0				False		10	A/STOCKHOLM/13/2014										False
A/STOCKHOLM/13/2015	EPI_ISL_191802	A	H3N2	2015.0	GISAID	virus_only	12	0	A/STOCKHOLM/13/2015	A/STOCKHOLM/13/2015	A/STOCKHOLM/13/2015	False			False				False		canonical_isolate_id	EPI_ISL_177059|A/Stockholm/13/2015|2015-02-10|Direct|2015-02-10|	A/STOCKHOLM/13/2015	True	566	12	A/STOCKHOLM/13/2015						EPI_ISL_177059	Direct		prefer_passage_class	True
A/STOCKHOLM/13/2020	EPI_ISL_485776	A	H3N2	2020.0	GISAID	virus_only	9	0	A/STOCKHOLM/13/2020	A/STOCKHOLM/13/2020	A/STOCKHOLM/13/2020	False			False				False		canonical_isolate_id	EPI_ISL_413665|A/Stockholm/13/2020|2020-02-02|Original|2020-02-02|Klinisk_mikrobiologi,_Karolinska_Universitetslaboratoriet,_Karolinska_Universitetssjukhuset_Solna	A/STOCKHOLM/13/2020	True	566	9	A/STOCKHOLM/13/2020						EPI_ISL_413665	Original	Klinisk_mikrobiologi,_Karolinska_Universitetslaboratoriet,_Karolinska_Universitetssjukhuset_Solna	identical_sequences	False
A/STOCKHOLM/14/1990		A	H3N2	1990.0		virus_only	7	0	A/STOCKHOLM/14/1990	A/STOCKHOLM/14/1990	A/STOCKHOLM/14/1990	False			False				False					False		7	A/STOCKHOLM/14/1990	no_public_match									False
A/STOCKHOLM/14/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/14/1993	A/STOCKHOLM/14/1993	A/STOCKHOLM/14/1993	False			False				False					False		6	A/STOCKHOLM/14/1993	no_public_match									False
A/STOCKHOLM/14/1995		A	H3N2	1995.0		virus_only	5	0	A/STOCKHOLM/14/1995	A/STOCKHOLM/14/1995	A/STOCKHOLM/14/1995	False			False				False					False		5	A/STOCKHOLM/14/1995	no_public_match									False
A/STOCKHOLM/14/1998		A	H3N2	1998.0		virus_only	7	0	A/STOCKHOLM/14/1998	A/STOCKHOLM/14/1998	A/STOCKHOLM/14/1998	False			False				False					False		7	A/STOCKHOLM/14/1998	no_public_match									False
A/STOCKHOLM/14/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/14/1999	A/STOCKHOLM/14/1999	A/STOCKHOLM/14/1999	False			False				False					False		6	A/STOCKHOLM/14/1999	no_public_match									False
A/STOCKHOLM/14/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/14/2002	A/STOCKHOLM/14/2002	A/STOCKHOLM/14/2002	False			False				False					False		6	A/STOCKHOLM/14/2002	no_public_match									False
A/STOCKHOLM/14/2003		A	H3N2	2003.0		virus_only	8	0	A/STOCKHOLM/14/2003	A/STOCKHOLM/14/2003	A/STOCKHOLM/14/2003	False			False				False					False		8	A/STOCKHOLM/14/2003	no_public_match									False
A/STOCKHOLM/14/2004		A	H3N2	2004.0		virus_only	6	0	A/STOCKHOLM/14/2004	A/STOCKHOLM/14/2004	A/STOCKHOLM/14/2004	False			False				False					False		6	A/STOCKHOLM/14/2004	no_public_match									False
A/STOCKHOLM/14/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/14/2005	A/STOCKHOLM/14/2005	A/STOCKHOLM/14/2005	False			False				False					False		8	A/STOCKHOLM/14/2005	no_public_match									False
A/STOCKHOLM/14/2006		A	H3N2	2006.0		virus_only	7	0	A/STOCKHOLM/14/2006	A/STOCKHOLM/14/2006	A/STOCKHOLM/14/2006	False			False				False					False		7	A/STOCKHOLM/14/2006	no_public_match									False
A/STOCKHOLM/14/2009	A_STOCKHOLM_14_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/14/2009	A/STOCKHOLM/14/2009	A/STOCKHOLM/14/2009	False			False	repo_exact	A_STOCKHOLM_14_2009	A/STOCKHOLM/14/2009	True	328.0				False		14	A/STOCKHOLM/14/2009										False
A/STOCKHOLM/14/2012	A_STOCKHOLM_14_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_only	10	0	A/STOCKHOLM/14/2012	A/STOCKHOLM/14/2012	A/STOCKHOLM/14/2012	False			False	repo_exact	A_STOCKHOLM_14_2012	A/STOCKHOLM/14/2012	True	328.0				False		10	A/STOCKHOLM/14/2012										False
A/STOCKHOLM/14/2014	A_STOCKHOLM_14_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_only	10	0	A/STOCKHOLM/14/2014	A/STOCKHOLM/14/2014	A/STOCKHOLM/14/2014	False			False	repo_exact	A_STOCKHOLM_14_2014	A/STOCKHOLM/14/2014	True	328.0				False		10	A/STOCKHOLM/14/2014										False
A/STOCKHOLM/15/1990		A	H3N2	1990.0		virus_only	7	0	A/STOCKHOLM/15/1990	A/STOCKHOLM/15/1990	A/STOCKHOLM/15/1990	False			False				False					False		7	A/STOCKHOLM/15/1990	no_public_match									False
A/STOCKHOLM/15/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/15/1993	A/STOCKHOLM/15/1993	A/STOCKHOLM/15/1993	False			False				False					False		6	A/STOCKHOLM/15/1993	no_public_match									False
A/STOCKHOLM/15/1995		A	H3N2	1995.0		virus_only	5	0	A/STOCKHOLM/15/1995	A/STOCKHOLM/15/1995	A/STOCKHOLM/15/1995	False			False				False					False		5	A/STOCKHOLM/15/1995	no_public_match									False
A/STOCKHOLM/15/1998		A	H3N2	1998.0		virus_only	5	0	A/STOCKHOLM/15/1998	A/STOCKHOLM/15/1998	A/STOCKHOLM/15/1998	False			False				False					False		5	A/STOCKHOLM/15/1998	no_public_match									False
A/STOCKHOLM/15/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/15/1999	A/STOCKHOLM/15/1999	A/STOCKHOLM/15/1999	False			False				False					False		6	A/STOCKHOLM/15/1999	no_public_match									False
A/STOCKHOLM/15/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/15/2002	A/STOCKHOLM/15/2002	A/STOCKHOLM/15/2002	False			False				False					False		6	A/STOCKHOLM/15/2002	no_public_match									False
A/STOCKHOLM/15/2003		A	H3N2	2003.0		virus_only	8	0	A/STOCKHOLM/15/2003	A/STOCKHOLM/15/2003	A/STOCKHOLM/15/2003	False			False				False					False		8	A/STOCKHOLM/15/2003	no_public_match									False
A/STOCKHOLM/15/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/15/2004	A/STOCKHOLM/15/2004	A/STOCKHOLM/15/2004	False			False				False					False		10	A/STOCKHOLM/15/2004	no_public_match									False
A/STOCKHOLM/15/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/15/2005	A/STOCKHOLM/15/2005	A/STOCKHOLM/15/2005	False			False				False					False		8	A/STOCKHOLM/15/2005	no_public_match									False
A/STOCKHOLM/15/2008		A	H3N2	2008.0		virus_only	10	0	A/STOCKHOLM/15/2008	A/STOCKHOLM/15/2008	A/STOCKHOLM/15/2008	False			False				False					False		10	A/STOCKHOLM/15/2008	no_public_match									False
A/STOCKHOLM/15/2009	A_STOCKHOLM_15_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/15/2009	A/STOCKHOLM/15/2009	A/STOCKHOLM/15/2009	False			False	repo_exact	A_STOCKHOLM_15_2009	A/STOCKHOLM/15/2009	True	328.0				False		14	A/STOCKHOLM/15/2009										False
A/STOCKHOLM/15/2011	A_STOCKHOLM_15_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	16	0	A/STOCKHOLM/15/2011	A/STOCKHOLM/15/2011	A/STOCKHOLM/15/2011	False			False	repo_exact	A_STOCKHOLM_15_2011	A/STOCKHOLM/15/2011	True	328.0				False		16	A/STOCKHOLM/15/2011										False
A/STOCKHOLM/16/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/16/1993	A/STOCKHOLM/16/1993	A/STOCKHOLM/16/1993	False			False				False					False		6	A/STOCKHOLM/16/1993	no_public_match									False
A/STOCKHOLM/16/1998		A	H3N2	1998.0		virus_only	5	0	A/STOCKHOLM/16/1998	A/STOCKHOLM/16/1998	A/STOCKHOLM/16/1998	False			False				False					False		5	A/STOCKHOLM/16/1998	no_public_match									False
A/STOCKHOLM/16/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/16/1999	A/STOCKHOLM/16/1999	A/STOCKHOLM/16/1999	False			False				False					False		6	A/STOCKHOLM/16/1999	no_public_match									False
A/STOCKHOLM/16/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/16/2002	A/STOCKHOLM/16/2002	A/STOCKHOLM/16/2002	False			False				False					False		6	A/STOCKHOLM/16/2002	no_public_match									False
A/STOCKHOLM/16/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/16/2003	A/STOCKHOLM/16/2003	A/STOCKHOLM/16/2003	False			False				False					False		6	A/STOCKHOLM/16/2003	no_public_match									False
A/STOCKHOLM/16/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/16/2004	A/STOCKHOLM/16/2004	A/STOCKHOLM/16/2004	False			False				False					False		10	A/STOCKHOLM/16/2004	no_public_match									False
A/STOCKHOLM/16/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/16/2005	A/STOCKHOLM/16/2005	A/STOCKHOLM/16/2005	False			False				False					False		8	A/STOCKHOLM/16/2005	no_public_match									False
A/STOCKHOLM/16/2006		A	H3N2	2006.0		virus_only	7	0	A/STOCKHOLM/16/2006	A/STOCKHOLM/16/2006	A/STOCKHOLM/16/2006	False			False				False					False		7	A/STOCKHOLM/16/2006	no_public_match									False
A/STOCKHOLM/16/2008		A	H3N2	2008.0		virus_only	10	0	A/STOCKHOLM/16/2008	A/STOCKHOLM/16/2008	A/STOCKHOLM/16/2008	False			False				False					False		10	A/STOCKHOLM/16/2008	no_public_match									False
A/STOCKHOLM/16/2009	A_STOCKHOLM_16_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/16/2009	A/STOCKHOLM/16/2009	A/STOCKHOLM/16/2009	False			False	repo_exact	A_STOCKHOLM_16_2009	A/STOCKHOLM/16/2009	True	328.0				False		14	A/STOCKHOLM/16/2009										False
A/STOCKHOLM/16/2010	A_STOCKHOLM_16_2010	A	H3N2	2010.0	PAPER_REPO_HA1	virus_only	11	0	A/STOCKHOLM/16/2010	A/STOCKHOLM/16/2010	A/STOCKHOLM/16/2010	False			False	repo_exact	A_STOCKHOLM_16_2010	A/STOCKHOLM/16/2010	True	328.0				False		11	A/STOCKHOLM/16/2010										False
A/STOCKHOLM/16/2011	A_STOCKHOLM_16_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	16	0	A/STOCKHOLM/16/2011	A/STOCKHOLM/16/2011	A/STOCKHOLM/16/2011	False			False	repo_exact	A_STOCKHOLM_16_2011	A/STOCKHOLM/16/2011	True	328.0				False		16	A/STOCKHOLM/16/2011										False
A/STOCKHOLM/16/2020	EPI_ISL_485777	A	H3N2	2020.0	GISAID	virus_only	9	0	A/STOCKHOLM/16/2020	A/STOCKHOLM/16/2020	A/STOCKHOLM/16/2020	False			False				False		canonical_isolate_id	EPI_ISL_413668|A/Stockholm/16/2020|2020-02-04|Original|2020-02-04|Klinisk_mikrobiologi,_Karolinska_Universitetslaboratoriet,_Karolinska_Universitetssjukhuset_Solna	A/STOCKHOLM/16/2020	True	566	9	A/STOCKHOLM/16/2020						EPI_ISL_413668	Original	Klinisk_mikrobiologi,_Karolinska_Universitetslaboratoriet,_Karolinska_Universitetssjukhuset_Solna	identical_sequences	False
A/STOCKHOLM/17/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/17/1993	A/STOCKHOLM/17/1993	A/STOCKHOLM/17/1993	False			False				False					False		6	A/STOCKHOLM/17/1993	no_public_match									False
A/STOCKHOLM/17/1998		A	H3N2	1998.0		virus_only	5	0	A/STOCKHOLM/17/1998	A/STOCKHOLM/17/1998	A/STOCKHOLM/17/1998	False			False				False					False		5	A/STOCKHOLM/17/1998	no_public_match									False
A/STOCKHOLM/17/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/17/1999	A/STOCKHOLM/17/1999	A/STOCKHOLM/17/1999	False			False				False					False		6	A/STOCKHOLM/17/1999	no_public_match									False
A/STOCKHOLM/17/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/17/2002	A/STOCKHOLM/17/2002	A/STOCKHOLM/17/2002	False			False				False					False		6	A/STOCKHOLM/17/2002	no_public_match									False
A/STOCKHOLM/17/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/17/2003	A/STOCKHOLM/17/2003	A/STOCKHOLM/17/2003	False			False				False					False		6	A/STOCKHOLM/17/2003	no_public_match									False
A/STOCKHOLM/17/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/17/2004	A/STOCKHOLM/17/2004	A/STOCKHOLM/17/2004	False			False				False					False		10	A/STOCKHOLM/17/2004	no_public_match									False
A/STOCKHOLM/17/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/17/2005	A/STOCKHOLM/17/2005	A/STOCKHOLM/17/2005	False			False				False					False		8	A/STOCKHOLM/17/2005	no_public_match									False
A/STOCKHOLM/17/2009	A_STOCKHOLM_17_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	7	0	A/STOCKHOLM/17/2009	A/STOCKHOLM/17/2009	A/STOCKHOLM/17/2009	False			False	repo_exact	A_STOCKHOLM_17_2009	A/STOCKHOLM/17/2009	True	328.0				False		7	A/STOCKHOLM/17/2009										False
A/STOCKHOLM/17/2010		A	H3N2	2010.0		virus_only	16	0	A/STOCKHOLM/17/2010	A/STOCKHOLM/17/2010	A/STOCKHOLM/17/2010	False			False				False					False		16	A/STOCKHOLM/17/2010	no_public_match									False
