query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file	header_strain	header_collection_date	header_passage	header_submission_date	header_lab	header_raw	sequence_length	ambiguity_count	sequence_hash	passage_class	passage_score	passage_burden	is_max_length	is_ha1_complete	variant_count_at_max_length	group_n_ids	group_n_unique_sequences	group_max_length	group_n_max_length_variants	group_selected_class	group_n_selected_class_variants	group_top_variant_count	group_second_variant_count	group_top_variant_fraction	group_min_pairwise_diff_selected_class	group_max_pairwise_diff_selected_class	selection_reason	review_flag
A/SERBIA/883/2019	A/Serbia/883/2019	EPI_ISL_397315	2019-01-31	Europe / Serbia	Human	gisaid_meta_2019.xls	A/Serbia/883/2019	2019-01-31	C4	2019-01-31	Institute_of_Immunology_and_Virology_Torlak	EPI_ISL_397315|A/Serbia/883/2019|2019-01-31|C4|2019-01-31|Institute_of_Immunology_and_Virology_Torlak	566	0	36127261e7f99284	cell	1	4	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS200/2013	A/Serbia/NS-200/2013	EPI_ISL_143558	2013-01-14	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-200/2013	2013-01-14	SIAT2	2013-01-14	Institute_of_Public_Health	EPI_ISL_143558|A/Serbia/NS-200/2013|2013-01-14|SIAT2|2013-01-14|Institute_of_Public_Health	566	0	903070fc1b584ad2	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS613/2014	A/Serbia/NS-613/2014	EPI_ISL_163113	2014-01-15	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-613/2014	2014-01-15	SIAT1	2014-01-15	Institute_of_Public_Health	EPI_ISL_163113|A/Serbia/NS-613/2014|2014-01-15|SIAT1|2014-01-15|Institute_of_Public_Health	566	0	84051dd0dd35a0aa	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS619/2014	A/Serbia/NS-619/2014	EPI_ISL_163114	2014-01-17	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-619/2014	2014-01-17	SIAT1	2014-01-17	Institute_of_Public_Health	EPI_ISL_163114|A/Serbia/NS-619/2014|2014-01-17|SIAT1|2014-01-17|Institute_of_Public_Health	566	0	84051dd0dd35a0aa	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS666/2014	A/Serbia/NS-666/2014	EPI_ISL_163115	2014-02-11	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-666/2014	2014-02-11	SIAT2	2014-02-11	Institute_of_Public_Health	EPI_ISL_163115|A/Serbia/NS-666/2014|2014-02-11|SIAT2|2014-02-11|Institute_of_Public_Health	566	0	76d0e3fc9bb37d91	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS669/2014	A/Serbia/NS-669/2014	EPI_ISL_163116	2014-02-13	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-669/2014	2014-02-13	SIAT2	2014-02-13	Institute_of_Public_Health	EPI_ISL_163116|A/Serbia/NS-669/2014|2014-02-13|SIAT2|2014-02-13|Institute_of_Public_Health	566	0	76d0e3fc9bb37d91	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS682/2014	A/Serbia/NS-682/2014	EPI_ISL_163117	2014-02-21	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-682/2014	2014-02-21	SIAT2	2014-02-21	Institute_of_Public_Health	EPI_ISL_163117|A/Serbia/NS-682/2014|2014-02-21|SIAT2|2014-02-21|Institute_of_Public_Health	566	0	d90f2cdec2066f25	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS707/2014	A/Serbia/NS-707/2014	EPI_ISL_163118	2014-02-28	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-707/2014	2014-02-28	SIAT2	2014-02-28	Institute_of_Public_Health	EPI_ISL_163118|A/Serbia/NS-707/2014|2014-02-28|SIAT2|2014-02-28|Institute_of_Public_Health	566	0	33bf61cafdbe4ae0	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIA/NS783/2014	A/Serbia/NS-783/2014	EPI_ISL_164250	2014-03-20	Europe / Serbia	Human	gisaid_meta_2011-2014.xls	A/Serbia/NS-783/2014	2014-03-20	SIAT1	2014-03-20	Institute_of_Public_Health	EPI_ISL_164250|A/Serbia/NS-783/2014|2014-03-20|SIAT1|2014-03-20|Institute_of_Public_Health	566	0	7f4e3ce6d37a8d15	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIANS/1107/2015	A/Serbia/NS-1107/2015	EPI_ISL_181603	2015-02-23	Europe / Serbia	Human	gisaid_meta_2015-2016.xls	A/Serbia/NS-1107/2015	2015-02-23	SIAT1	2015-02-23	Institute_of_Public_Health	EPI_ISL_181603|A/Serbia/NS-1107/2015|2015-02-23|SIAT1|2015-02-23|Institute_of_Public_Health	566	0	c13f56b840d83869	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIANS/1565/2016	A/Serbia-NS/1565/2016	EPI_ISL_218958	2016-02-22	Europe / Serbia	Human	gisaid_meta_2015-2016.xls	A/Serbia-NS/1565/2016	2016-02-22	SIAT1	2016-02-22	Institute_of_Public_Health	EPI_ISL_218958|A/Serbia-NS/1565/2016|2016-02-22|SIAT1|2016-02-22|Institute_of_Public_Health	566	0	8de5e23ee1833abd	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SERBIANS/949/2015	A/Serbia/NS-949/2015	EPI_ISL_190929	2015-01-20	Europe / Serbia	Human	gisaid_meta_2015-2016.xls	A/Serbia/NS-949/2015	2015-01-20	MDCK2	2015-01-20	Institute_of_Public_Health	EPI_ISL_190929|A/Serbia/NS-949/2015|2015-01-20|MDCK2|2015-01-20|Institute_of_Public_Health	566	0	c0d794e01910a8e4	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SHAANXICHANGAN/1452/2014	A/Shaanxi-Changan/1452/2014	EPI_ISL_169686	2014-11-03	Asia / China / A/Shaanxi	Human	gisaid_meta_2011-2014.xls	A/Shaanxi-Changan/1452/2014	2014-11-03	C1+C1	2014-11-03	WHO_Chinese_National_Influenza_Center	EPI_ISL_169686|A/Shaanxi-Changan/1452/2014|2014-11-03|C1+C1|2014-11-03|WHO_Chinese_National_Influenza_Center	566	0	d20f6d2829fd5c91	cell	1	2	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/SHANGHAI/11/1987	A/Shanghai/11/1987	EPI_ISL_114294	1987	Asia / China	Human	gisaid_meta_2010.xls	A/Shanghai/11/1987	1987-01-01	xtMK1_MDCK1	1987-01-01		EPI_ISL_114294|A/Shanghai/11/1987|1987-01-01|xtMK1_MDCK1|1987-01-01|	566	0	b9d755f4f656e179	cell	1	2	True	True	1	4	4	566	2	ha1_complete	3	1	1	0.5	1	539	prefer_complete_ha1	True
A/SHANGHAI/369/2003	A/Shanghai/369/2003	EPI_ISL_357606	2003	Asia / China	Human	gisaid_meta_2010.xls	A/Shanghai/369/2003	2003-01-01	E5	2003-01-01	Centers_for_Disease_Control_and_Prevention	EPI_ISL_357606|A/Shanghai/369/2003|2003-01-01|E5|2003-01-01|Centers_for_Disease_Control_and_Prevention	344	0	48118d2f60f64773	egg	2	5	True	True	1	3	3	344	1	ha1_complete	2	1	1	1.0	322	322	prefer_complete_ha1	True
A/SHANXIXINGHUALING/1663/2014	A/Shanxi-Xinghualing/1663/2014	EPI_ISL_169733	2014-08-12	Asia / China / Shanxi	Human	gisaid_meta_2011-2014.xls	A/Shanxi-Xinghualing/1663/2014	2014-08-12	C2+C1	2014-08-12	WHO_Chinese_National_Influenza_Center	EPI_ISL_169733|A/Shanxi-Xinghualing/1663/2014|2014-08-12|C2+C1|2014-08-12|WHO_Chinese_National_Influenza_Center	566	0	d4edae12be3e249d	cell	1	3	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/SHENZHEN/1219/1998	A/Shenzhen/1219/1998	EPI_ISL_109409	1998-07-24	Asia / China	Human	gisaid_meta_2010.xls	A/Shenzhen/1219/1998	1998-07-24		1998-07-24		EPI_ISL_109409|A/Shenzhen/1219/1998|1998-07-24||1998-07-24|	320	0	2470d0f5f10b7f00	unknown	4	0	True	False	1	1	1	320	1	longest_available	1	1	0	1.0	0	0	single_isolate_id	False
A/SHENZHEN/272/1995	A/Shenzhen/272/1995	EPI_ISL_109263	1995	Asia / China	Human	gisaid_meta_2010.xls	A/Shenzhen/272/1995	1995-03-01		1995-03-01		EPI_ISL_109263|A/Shenzhen/272/1995|1995-03-01||1995-03-01|	320	0	0d98445dab655ce2	unknown	4	0	True	False	1	1	1	320	1	longest_available	1	1	0	1.0	0	0	single_isolate_id	False
A/SICHUAN/2/1987	A/Sichuan/2/1987	EPI_ISL_110865	1987	Asia / China	Human	gisaid_meta_2010.xls	A/Sichuan/2/1987	1987-01-01	xE5_MDCK4	1987-01-01		EPI_ISL_110865|A/Sichuan/2/1987|1987-01-01|xE5_MDCK4|1987-01-01|	566	0	22508ed3eca180b8	cell	1	9	True	True	1	4	4	566	2	ha1_complete	3	1	1	0.5	7	537	prefer_complete_ha1	True
A/SICHUANJIANGYANG/1686/2014	A/Sichuan-Jiangyang/1686/2014	EPI_ISL_168375	2014-07-02	Asia / China	Human	gisaid_meta_2011-2014.xls	A/Sichuan-Jiangyang/1686/2014	2014-07-02	C2/SIAT1	2014-07-02	WHO_Chinese_National_Influenza_Center	EPI_ISL_168375|A/Sichuan-Jiangyang/1686/2014|2014-07-02|C2/SIAT1|2014-07-02|WHO_Chinese_National_Influenza_Center	566	0	cd2458cb3c52ffae	cell	1	3	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/1/2004	A/Singapore/1/2004	EPI_ISL_11957	2004-01-09	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/1/2004	2004-01-09	MDCK2	2004-01-09		EPI_ISL_11957|A/Singapore/1/2004|2004-01-09|MDCK2|2004-01-09|	335	0	b273b708d167ca00	cell	1	2	True	True	2	3	2	335	1	ha1_complete	2	2	1	1.0	6	6	prefer_passage_class	True
A/SINGAPORE/14/1999	A/Singapore/14/1999	EPI_ISL_3663397	1999-01-21	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/14/1999	1999-01-21	MDCK4	1999-01-21	Singapore_General_Hospital	EPI_ISL_3663397|A/Singapore/14/1999|1999-01-21|MDCK4|1999-01-21|Singapore_General_Hospital	336	0	5f50fe9e9a9ff870	cell	1	4	True	True	1	1	1	336	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/16/2002	A/Singapore/16/2002	EPI_ISL_6314544	2002-04-02	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/16/2002	2002-04-02	MDCK3	2002-04-02	Singapore_General_Hospital	EPI_ISL_6314544|A/Singapore/16/2002|2002-04-02|MDCK3|2002-04-02|Singapore_General_Hospital	340	0	b06457d9ddc2cfdf	cell	1	3	True	True	2	3	2	340	1	ha1_complete	2	2	1	1.0	321	321	prefer_passage_class	True
A/SINGAPORE/2/1999	A/Singapore/2/1999	EPI_ISL_3663398	1999-01-12	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/2/1999	1999-01-12	MDCK3	1999-01-12	Singapore_General_Hospital	EPI_ISL_3663398|A/Singapore/2/1999|1999-01-12|MDCK3|1999-01-12|Singapore_General_Hospital	331	0	b6857ba1041daca7	cell	1	3	True	True	1	1	1	331	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/2/2000	A/Singapore/2/2000	EPI_ISL_188054	2000-03-10	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/2/2000	2000-03-10		2000-03-10		EPI_ISL_188054|A/Singapore/2/2000|2000-03-10||2000-03-10|	342	0	53b5271566983bf4	unknown	4	0	True	True	1	1	1	342	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/22/2012	A/SINGAPORE/22/2012	EPI_ISL_128750	2012-06-06	Asia / Singapore	Human	gisaid_meta_2011-2014.xls	A/SINGAPORE/22/2012	2012-06-06	MDCK0,_MDCK1	2012-06-06	Ministry_of_Health,_Singapore	EPI_ISL_128750|A/SINGAPORE/22/2012|2012-06-06|MDCK0,_MDCK1|2012-06-06|Ministry_of_Health,_Singapore	566	0	c26b7c84e5aabe36	cell	1	1	True	True	2	4	3	566	3	ha1_complete	3	2	1	0.5	1	4	prefer_passage_class	True
A/SINGAPORE/23/2001	A/Singapore/23/2001	EPI_ISL_5632550	2001-01-18	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/23/2001	2001-01-18	MDCK2	2001-01-18	Singapore_General_Hospital	EPI_ISL_5632550|A/Singapore/23/2001|2001-01-18|MDCK2|2001-01-18|Singapore_General_Hospital	345	0	4c0bda2d2746f064	cell	1	2	True	True	1	1	1	345	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/26/2001	A/Singapore/26/2001	EPI_ISL_5522554	2001-01-30	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/26/2001	2001-01-30	MDCK2	2001-01-30	Singapore_General_Hospital	EPI_ISL_5522554|A/Singapore/26/2001|2001-01-30|MDCK2|2001-01-30|Singapore_General_Hospital	337	0	6dd15a74a9ab5bea	cell	1	2	True	True	1	1	1	337	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/33/2009	A/Singapore/33/2009	EPI_ISL_60021	2009-05-07	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/33/2009	2009-05-07	MDCK1,Siat1	2009-05-07	Singapore_General_Hospital	EPI_ISL_60021|A/Singapore/33/2009|2009-05-07|MDCK1,Siat1|2009-05-07|Singapore_General_Hospital	363	0	42e53b82bb755db7	cell	1	2	False	True	1	3	3	566	2	ha1_complete	3	1	1	0.5	1	552	prefer_passage_class	True
A/SINGAPORE/36/2004	A/Singapore/36/2004	EPI_ISL_21116	2004-06-15	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/36/2004	2004-06-15	E4	2004-06-15		EPI_ISL_21116|A/Singapore/36/2004|2004-06-15|E4|2004-06-15|	338	0	b9b92f60619ef8d7	egg	2	4	True	True	1	2	2	338	1	ha1_complete	2	1	1	1.0	9	9	prefer_passage_class	True
A/SINGAPORE/37/2009	A/Singapore/37/2009	EPI_ISL_33816	2009-06-01	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/37/2009	2009-06-01	E2	2009-06-01	Singapore_General_Hospital	EPI_ISL_33816|A/Singapore/37/2009|2009-06-01|E2|2009-06-01|Singapore_General_Hospital	567	0	081cc9265c829727	egg	2	2	True	True	1	2	2	567	1	ha1_complete	2	1	1	1.0	6	6	prefer_low_ambiguity	True
A/SINGAPORE/4/2001	A/Singapore/4/2001	EPI_ISL_5632553	2001-01-03	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/4/2001	2001-01-03	MDCK4	2001-01-03	Singapore_General_Hospital	EPI_ISL_5632553|A/Singapore/4/2001|2001-01-03|MDCK4|2001-01-03|Singapore_General_Hospital	335	0	fac874bed83592a1	cell	1	4	True	True	2	2	1	335	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/SINGAPORE/45/1999	A/Singapore/45/1999	EPI_ISL_3663399	1999-02-03	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/45/1999	1999-02-03	MCCK3	1999-02-03	Singapore_General_Hospital	EPI_ISL_3663399|A/Singapore/45/1999|1999-02-03|MCCK3|1999-02-03|Singapore_General_Hospital	340	0	0b7267cdb2b2970b	unknown	4	3	True	True	1	1	1	340	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/47/2009	A/Singapore/47/2009	EPI_ISL_60023	2009-06-05	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/47/2009	2009-06-05	MDCK1,Siat1	2009-06-05	Singapore_General_Hospital	EPI_ISL_60023|A/Singapore/47/2009|2009-06-05|MDCK1,Siat1|2009-06-05|Singapore_General_Hospital	329	0	6f37f77c5a00937c	cell	1	2	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/55/2003	A/Singapore/55/2003	EPI_ISL_357617	2003-02-10	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/55/2003	2003-02-10	E3	2003-02-10	Singapore_General_Hospital	EPI_ISL_357617|A/Singapore/55/2003|2003-02-10|E3|2003-02-10|Singapore_General_Hospital	341	0	e2a2e2a72ce20ecf	egg	2	3	True	True	1	1	1	341	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/67/1999	A/Singapore/67/1999	EPI_ISL_5054241	1999-09-23	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/67/1999	1999-09-23	MDCK2	1999-09-23	Singapore_General_Hospital	EPI_ISL_5054241|A/Singapore/67/1999|1999-09-23|MDCK2|1999-09-23|Singapore_General_Hospital	337	0	da9a083e5a15f433	cell	1	2	True	True	1	1	1	337	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/69/1999	A/Singapore/69/1999	EPI_ISL_5054242	1999-09-23	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/69/1999	1999-09-23	MDCK2	1999-09-23	Singapore_General_Hospital	EPI_ISL_5054242|A/Singapore/69/1999|1999-09-23|MDCK2|1999-09-23|Singapore_General_Hospital	333	0	443b10b863063e0e	cell	1	2	True	True	1	1	1	333	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/72/1999	A/Singapore/72/1999	EPI_ISL_5054243	1999-09-27	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/72/1999	1999-09-27	MDCK2	1999-09-27	Singapore_General_Hospital	EPI_ISL_5054243|A/Singapore/72/1999|1999-09-27|MDCK2|1999-09-27|Singapore_General_Hospital	334	0	0b32ffa273561428	cell	1	2	True	True	1	1	1	334	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/8/1999	A/Singapore/8/1999	EPI_ISL_3663400	1999-01-21	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/8/1999	1999-01-21	MDCK3	1999-01-21	Singapore_General_Hospital	EPI_ISL_3663400|A/Singapore/8/1999|1999-01-21|MDCK3|1999-01-21|Singapore_General_Hospital	332	0	4978e58afb2e4f34	cell	1	3	True	True	1	1	1	332	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/94/2000	A/Singapore/94/2000	EPI_ISL_5522561	2000-12-29	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/94/2000	2000-12-29	MDCK2	2000-12-29	Singapore_General_Hospital	EPI_ISL_5522561|A/Singapore/94/2000|2000-12-29|MDCK2|2000-12-29|Singapore_General_Hospital	333	0	eef71033a060315d	cell	1	2	True	True	1	2	2	333	1	ha1_complete	2	1	1	1.0	5	5	prefer_passage_class	True
A/SINGAPORE/96/1999	A/Singapore/96/1999	EPI_ISL_5054246	1999-12-03	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/96/1999	1999-12-03	MDCK2	1999-12-03	Singapore_General_Hospital	EPI_ISL_5054246|A/Singapore/96/1999|1999-12-03|MDCK2|1999-12-03|Singapore_General_Hospital	334	0	3faad7bf7051c4e9	cell	1	2	True	True	1	1	1	334	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/EN047/2008	A/Singapore/EN047/2008	EPI_ISL_32965	2008-05-05	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/EN047/2008	2008-05-05	MDCK_X_+2	2008-05-05		EPI_ISL_32965|A/Singapore/EN047/2008|2008-05-05|MDCK_X_+2|2008-05-05|	329	0	03ef0d54ce3b72ec	cell	1	2	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/EN074/2008	A/Singapore/EN074/2008	EPI_ISL_32966	2008-06-12	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/EN074/2008	2008-06-12	MDCK_X_+1	2008-06-12		EPI_ISL_32966|A/Singapore/EN074/2008|2008-06-12|MDCK_X_+1|2008-06-12|	329	0	16191fefe0fda9d5	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/EN089/2008	A/Singapore/EN089/2008	EPI_ISL_32967	2008-06-30	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/EN089/2008	2008-06-30	MDCK_X_+1	2008-06-30		EPI_ISL_32967|A/Singapore/EN089/2008|2008-06-30|MDCK_X_+1|2008-06-30|	329	0	d2729dc07ca9e01e	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/GP0454/2018	A/Singapore/GP0454/2018	EPI_ISL_322097	2018-02-19	Asia / Singapore	Human	gisaid_meta_2018.xls	A/Singapore/GP0454/2018	2018-02-19	clinical_specimen	2018-02-19	Ministry_of_Health,_Singapore	EPI_ISL_322097|A/Singapore/GP0454/2018|2018-02-19|clinical_specimen|2018-02-19|Ministry_of_Health,_Singapore	566	0	1836efb941b6d909	original	0	0	True	True	1	4	4	566	3	ha1_complete	4	1	1	0.3333333333333333	1	527	prefer_passage_class	True
A/SINGAPORE/INFIMH160019/2016	A/Singapore/INFIMH-16-0019/2016	EPI_ISL_225834	2016-06-14	Asia / Singapore	Human	gisaid_meta_2015-2016.xls	A/Singapore/INFIMH-16-0019/2016	2016-06-14	clinical_specimen	2016-06-14	Ministry_of_Health,_Singapore	EPI_ISL_225834|A/Singapore/INFIMH-16-0019/2016|2016-06-14|clinical_specimen|2016-06-14|Ministry_of_Health,_Singapore	566	0	93acfba7cbf803cc	original	0	0	True	True	9	20	5	566	5	ha1_complete	5	9	5	0.45	1	4	prefer_passage_class	True
A/SINGAPORE/KK0259/2018	A/Singapore/KK0259/2018	EPI_ISL_322087	2018-03-09	Asia / Singapore	Human	gisaid_meta_2018.xls	A/Singapore/KK0259/2018	2018-03-09	clinical_specimen	2018-03-09	Ministry_of_Health,_Singapore	EPI_ISL_322087|A/Singapore/KK0259/2018|2018-03-09|clinical_specimen|2018-03-09|Ministry_of_Health,_Singapore	566	0	3656e098abc10c76	original	0	0	True	True	1	3	3	566	3	ha1_complete	3	1	1	0.3333333333333333	1	3	prefer_passage_class	True
A/SINGAPORE/KK943/2014	A/Singapore/KK943/2014	EPI_ISL_219053	2014-10-07	Asia / Singapore	Human	gisaid_meta_2011-2014.xls	A/Singapore/KK943/2014	2014-10-07	E5	2014-10-07	Ministry_of_Health,_Singapore	EPI_ISL_219053|A/Singapore/KK943/2014|2014-10-07|E5|2014-10-07|Ministry_of_Health,_Singapore	566	0	4f22f65c6453acc6	egg	2	5	True	True	1	3	3	566	3	ha1_complete	3	1	1	0.3333333333333333	2	3	prefer_low_ambiguity	True
A/SINGAPORE/N348/2008	A/Singapore/N348/2008	EPI_ISL_32968	2008-04-01	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N348/2008	2008-04-01	MDCK_X_+1	2008-04-01		EPI_ISL_32968|A/Singapore/N348/2008|2008-04-01|MDCK_X_+1|2008-04-01|	329	0	16191fefe0fda9d5	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N350/2008	A/Singapore/N350/2008	EPI_ISL_33198	2008-04-01	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N350/2008	2008-04-01	MDCK_X_+1	2008-04-01		EPI_ISL_33198|A/Singapore/N350/2008|2008-04-01|MDCK_X_+1|2008-04-01|	329	1	75159d6db631b71b	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N351/2008	A/Singapore/N351/2008	EPI_ISL_33199	2008-04-01	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N351/2008	2008-04-01	MDCK_X_+1	2008-04-01		EPI_ISL_33199|A/Singapore/N351/2008|2008-04-01|MDCK_X_+1|2008-04-01|	329	0	d2729dc07ca9e01e	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N352/2008	A/Singapore/N352/2008	EPI_ISL_33200	2008-04-01	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N352/2008	2008-04-01	MDCK_X_+1	2008-04-01		EPI_ISL_33200|A/Singapore/N352/2008|2008-04-01|MDCK_X_+1|2008-04-01|	329	0	ea197568affdc5aa	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N390/2008	A/Singapore/N390/2008	EPI_ISL_32969	2008-04-23	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N390/2008	2008-04-23	MDCK_X_+1	2008-04-23		EPI_ISL_32969|A/Singapore/N390/2008|2008-04-23|MDCK_X_+1|2008-04-23|	329	0	16191fefe0fda9d5	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N422/2008	A/Singapore/N422/2008	EPI_ISL_32970	2008-05-02	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N422/2008	2008-05-02	MDCK_X_+1	2008-05-02		EPI_ISL_32970|A/Singapore/N422/2008|2008-05-02|MDCK_X_+1|2008-05-02|	329	0	16191fefe0fda9d5	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N430/2008	A/Singapore/N430/2008	EPI_ISL_32971	2008-05-07	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N430/2008	2008-05-07	MDCK_X_+1	2008-05-07		EPI_ISL_32971|A/Singapore/N430/2008|2008-05-07|MDCK_X_+1|2008-05-07|	329	0	16191fefe0fda9d5	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/SINGAPORE/N468/2008	A/Singapore/N468/2008	EPI_ISL_32972	2008-05-08	Asia / Singapore	Human	gisaid_meta_2010.xls	A/Singapore/N468/2008	2008-05-08	MDCK_X_+1	2008-05-08		EPI_ISL_32972|A/Singapore/N468/2008|2008-05-08|MDCK_X_+1|2008-05-08|	329	0	541661b87a09648f	cell	1	1	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
